title,Score,Metascore,Year,Vote,Runtime,Revenue,Action,Adventure,Animation,Biography,Comedy,Crime,Drama,Family,Fantasy,FilmNoir,History,Horror,Music,Musical,Mystery,Romance,Sci.Fi,Sport,Thriller,War,Western
Frankenstein,6.4,54.571327209472656,1994,46885,123,22.01,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
Battleship Potemkin,8,98.80635070800781,1925,46636,75,0.05,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
The Killing Fields,7.9,77.14972686767578,1984,46505,141,34.7,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
The Wages of Fear,8.1,89.12024688720703,1953,46360,131,NA,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Baby,8.1,62.23640441894531,2015,46335,159,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Salò o le 120 giornate di Sodoma,6,59.70122528076172,1975,46244,117,NA,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
Taxi 2,6.5,50.97692108154297,2000,46224,88,0.73,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Where Eagles Dare,7.7,77.510528564453125,1968,45996,158,NA,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Airlift,8.1,69.49840545654297,2016,45980,130,NA,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Hera Pheri,8.2,64.56536102294922,2000,45806,156,NA,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A Bridge Too Far,7.4,68.6156997680664,1977,45708,175,50.8,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
The Three Musketeers,6.4,50.6453857421875,1993,45690,105,53.9,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The 39 Steps,7.8,83.4774169921875,1935,45388,86,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
The Jewel of the Nile,6.1,46.233726501464844,1985,45008,106,75.97,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Aguirre, Wrath of God",8,88.6854248046875,1972,44994,95,NA,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alive,7.1,63.599021911621094,1993,44860,120,36.73,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sholay,8.2,75.153594970703125,1975,44737,198,NA,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dave,6.8,57.81275177001953,1993,44562,110,63.27,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Haider,8.2,77.0823745727539,2014,44393,160,0.9,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chain Reaction,5.6,40.98609924316406,1996,44223,107,20.55,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Super Mario Bros.,4,29.781635284423828,1993,44152,104,20.92,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Andaz Apna Apna,8.2,63.08540725708008,1994,44011,160,NA,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
Wild Child,6.1,45.053558349609375,2008,43856,98,0.02,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
What Ever Happened to Baby Jane?,8.1,87.90497589111328,1962,43558,134,NA,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
Don't Be a Menace to South Central While Drinking Your Juice in the Hood,6.6,48.6598014831543,1996,43498,89,20.11,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Rebound,6.3,38.52488327026367,2009,43295,95,NA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Asterix & Obelix: Mission Cleopatra,6.6,53.93585205078125,2002,43168,107,3.12,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Special Chabbis,8,74.96723937988281,2013,43014,144,1.08,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Sister Act 2: Back in the Habit,5.5,41.9404411315918,1993,42851,107,57.32,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
Hard Boiled,7.9,72.2387466430664,1992,42538,128,NA,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Killer,7.9,72.2387466430664,1989,42190,111,NA,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Hole,6.2,48.82187271118164,2001,41643,102,NA,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
History of the World: Part I,6.9,59.589805603027344,1981,41525,92,31.67,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Che: Part One,7.2,67.9254150390625,2008,41504,134,1.73,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Kuch Kuch Hota Hai,7.7,69.85016632080078,1998,41427,177,2.1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
My Sassy Girl,8.1,65.65342712402344,2001,41292,123,NA,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
OMG: Oh My God!,8.2,78.01525115966797,2012,41260,125,0.92,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
The Lady Vanishes,7.9,85.54462432861328,1938,41215,96,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
Sunrise: A Song of Two Humans,8.2,87.11363983154297,1927,41134,94,NA,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Much Ado About Nothing,7.4,70.78631591796875,1993,41120,111,22.55,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Passenger 57,5.9,38.06410217285156,1992,41113,84,44.07,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Sleuth,8,80.39110565185547,1972,40970,138,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
Batman: The Killing Joke,6.5,56.12760543823242,2016,40958,76,3.78,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Loaded Weapon 1,6.1,42.10343551635742,1993,40922,84,27.98,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5 Centimetres Per Second,7.7,65.2865219116211,2007,40886,63,NA,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Tôkyô monogatari,8.2,86.02117156982422,1953,40868,136,NA,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Look Who's Talking Too,4.5,31.546653747558594,1990,40799,81,47.49,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
The Pirates! In an Adventure with Scientists!,6.7,55.12733459472656,2012,40792,88,31.05,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Don't Look Now,7.3,84.04643249511719,1973,40789,110,NA,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
The Guns of Navarone,7.6,77.00102233886719,1961,40779,158,28.9,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Forever Young,6.3,55.515296936035156,1992,40642,102,55.96,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0
Texas Chainsaw 3D,4.8,33.915775299072266,2013,40584,92,34.34,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
The Babysitter,6.3,63.15285110473633,2017,40560,85,NA,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Nothing to Lose,6.7,53.240516662597656,1997,40458,98,44.46,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bad Taste,6.7,58.53494644165039,1987,40321,91,NA,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
Jab We Met,7.9,74.93109130859375,2007,40314,138,0.41,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1 - Nenokkadine,8.3,62.84535217285156,2014,40307,170,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
Come and See,8.2,75.29752349853516,1985,40281,142,NA,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Perfect Blue,7.9,80.75716400146484,1997,40216,81,0.44,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
Under Siege 2: Dark Territory,5.4,36.6160774230957,1995,40136,100,50.02,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Kelly's Heroes,7.7,77.07428741455078,1970,40092,144,NA,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Perfetti sconosciuti,7.8,64.98149108886719,2016,40054,97,NA,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Forbidden Planet,7.6,77.60917663574219,1956,39903,98,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Alone in the Dark,2.3,19.05411720275879,2005,39896,96,5.18,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
Turist,7.3,72.00914764404297,2014,39771,120,1.36,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Man Who Would Be King,7.9,78.50080871582031,1975,39747,129,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dracula,7.6,88.39653015136719,1931,39720,75,NA,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
One Fine Day,6.5,54.5283088684082,1996,39711,108,46.15,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Hard Target,6.1,43.12560272216797,1993,39596,97,32.59,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Celal ile Ceren,2.7,28.281328201293945,2013,39531,114,NA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
A Goofy Movie,6.8,61.11520004272461,1995,39441,78,35.35,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Baby's Day Out,6,40.2607421875,1994,39431,99,16.67,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Spectral,6.3,45.919532775878906,2016,39308,107,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
El cuerpo,7.6,56.25489044189453,2012,39254,108,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
Marnie,7.2,76.9668960571289,1964,39221,130,7,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
The Message,8.2,82.981597900390625,1976,39114,177,NA,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cat on a Hot Tin Roof,8.1,89.41436767578125,1958,39018,108,17.57,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Enemy Mine,6.9,62.48103713989258,1985,38931,108,4.27,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Striptease,4.4,33.71963119506836,1996,38881,115,33.11,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Carriers,6,52.892852783203125,2009,38869,84,0.09,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
Rab Ne Bana Di Jodi,7.2,67.5535888671875,2008,38803,167,2.07,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
La passion de Jeanne d'Arc,8.2,88.738250732421875,1928,38471,110,0.02,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Mimi wo sumaseba,8,71.88572692871094,1995,38450,111,NA,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Ladyhawke,7,62.38471984863281,1985,38400,121,18.43,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Throne of Blood,8.1,86.02117156982422,1957,38390,110,NA,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
From Here to Eternity,7.7,81.741119384765625,1953,38354,118,30.5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
The Descent: Part 2,5.8,48.59479522705078,2009,38345,94,NA,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
Kabhi Khushi Kabhie Gham...,7.5,69.24786376953125,2001,38186,210,2.9,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
Big Stan,6.2,39.67668151855469,2007,38149,105,NA,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Spellbound,7.6,76.29015350341797,1945,38085,111,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0
Bride of Frankenstein,7.9,99.66573333740234,1935,37917,75,NA,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
Homeward Bound: The Incredible Journey,6.9,65.7665023803711,1993,37907,84,41.83,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Arizona Dream,7.4,68.40849304199219,1993,37779,142,0.11,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Who Am I - Kein System ist sicher,7.6,62.7779426574707,2014,37723,102,NA,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Le samouraï,8.1,86.62599182128906,1967,37682,105,0.04,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
True Grit,7.4,76.17561340332031,1969,37675,128,31.13,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Udaan,8.2,67.87772369384766,2010,37669,134,0.01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Neko no ongaeshi,7.3,68.352294921875,2002,37652,75,NA,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fahrenheit 451,7.3,78.6368408203125,1966,37505,112,NA,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Vishwaroopam,8.4,62.30690002441406,2013,37452,148,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Fan,7.2,67.676361083984375,2016,37342,138,1.36,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
The River Wild,6.3,48.371700286865234,1994,37218,111,46.82,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Casualties of War,7.1,64.47279357910156,1989,37188,113,18.67,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Freaks,7.9,99.91920471191406,1932,37186,64,NA,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Laura,8.1,92.63147735595703,1944,37129,88,NA,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
The Nights of Cabiria,8.1,91.383636474609375,1957,37080,110,0.75,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Striking Distance,5.8,37.70819091796875,1993,37060,102,23.8,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Behind the Candelabra,7,53.80324935913086,2013,36845,118,NA,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Batman: Mask of the Phantasm,7.9,78.99383544921875,1993,36656,76,5.62,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lage Raho Munna Bhai,8.1,64.50542449951172,2006,36579,144,NA,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Stagecoach,7.9,88.877838134765625,1939,36539,96,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Andrei Rublev,8.2,91.20063018798828,1966,36394,205,0.09,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
It's a Boy Girl Thing,6.3,39.860206604003906,2006,36388,95,NA,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Honey I Blew Up the Kid,4.8,33.59427261352539,1992,36373,89,58.66,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Cumali Ceber: Allah Seni Alsin,1.3,30.12764549255371,2017,36319,100,NA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Shutter,7.1,58.61494827270508,2004,36313,97,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
Taxi 3,5.8,42.31028366088867,2003,36265,84,0.5,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zelig,7.8,76.9711685180664,1983,36255,79,11.8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Of Mice and Men,7.5,74.18626403808594,1992,36136,115,5.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chitty Chitty Bang Bang,6.9,70.58551788330078,1968,35974,144,NA,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Frenzy,7.5,74.69388580322266,1972,35957,116,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
The Italian Job,7.3,71.50798797607422,1969,35926,99,NA,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nick of Time,6.3,51.80084991455078,1995,35905,90,8.17,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Money Train,5.6,35.91225051879883,1995,35521,110,35.32,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bienvenue chez les Ch'tis,7.1,62.26642990112305,2008,35479,106,1.48,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Les Misérables,7.5,69.80518341064453,1998,35273,134,14.1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Withnail & I,7.8,76.56395721435547,1987,35259,107,1.54,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
East of Eden,8,85.2392349243164,1955,35258,118,NA,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Balto,7.1,73.26551055908203,1995,35160,78,11.27,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Stop! Or My Mom Will Shoot,4.1,26.46265983581543,1992,35105,87,28.41,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Asterix and Obelix Take on Caesar,5.9,45.74247360229492,1999,35079,109,1.64,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Raees,6.9,64.99378967285156,2017,34956,143,3.26,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Miracle on 34th Street,7.9,89.21788787841797,1947,34929,96,2.65,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
The Transformers: The Movie,7.3,69.08830261230469,1986,34862,84,5.85,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Whiteout,5.5,33.03349685668945,2009,34850,101,10.28,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Romper Stomper,6.8,62.51893997192383,1992,34842,94,0.18,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Hottie & the Nottie,1.9,22.474044799804688,2008,34807,91,0.03,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Dracula: Dead and Loving It,5.8,43.040828704833984,1995,34625,88,10.77,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
Belle de Jour,7.8,83.5125961303711,1967,34461,100,0.03,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Amarcord,7.9,82.45565032958984,1973,34373,123,NA,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fiddler on the Roof,8,76.12840270996094,1971,33974,181,80.5,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0
Om Shanti Om,6.7,57.21205139160156,2007,33893,162,3.6,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
The Hand That Rocks the Cradle,6.6,57.81139373779297,1992,33826,110,88.04,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
The Party,7.6,73.68524169921875,1968,33819,99,NA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Double Impact,5.5,35.21218490600586,1991,33809,110,30.1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
À l'intérieur,6.8,61.33445739746094,2007,33524,82,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Vicky Donor,7.8,67.07389831542969,2012,33499,126,0.17,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Keith,7.5,58.98738098144531,2008,33493,93,NA,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Hamlet,7.8,74.35118865966797,1996,33464,242,4.41,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
It's a Mad Mad Mad Mad World,7.6,77.70159149169922,1963,33349,205,46.3,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Loved Ones,6.7,57.87794494628906,2009,33103,84,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
Sanju,8.2,79.83282470703125,2018,33102,155,7.91,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Devdas,7.6,69.24786376953125,2002,33086,182,3.5,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
Rockstar,7.7,71.31510162353516,2011,33082,159,0.99,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0
Black Sheep,6.2,49.382957458496094,1996,32994,87,32.38,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Manos: The Hands of Fate,1.9,41.34719467163086,1966,32978,70,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Everyone Says I Love You,6.8,56.625732421875,1996,32965,101,9.71,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
Plan 9 from Outer Space,4,49.88938522338867,1959,32950,79,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
Key Largo,7.9,84.983184814453125,1948,32933,100,NA,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Le locataire,7.7,81.9648208618164,1976,32874,126,1.92,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
The Kissing Booth,6.2,49.094783782958984,2018,32866,105,NA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Manhattan Murder Mystery,7.4,64.76575469970703,1993,32838,104,11.29,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Cube Zero,5.7,44.28833770751953,2004,32818,97,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0
The Tournament,6.1,38.90220642089844,2009,32638,95,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
The Good Son,6.4,55.1341438293457,1993,32601,87,44.59,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
Bullets Over Broadway,7.5,68.07057189941406,1994,32533,98,13.38,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Shane,7.7,82.1955337524414,1953,32481,118,20,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Zulu,7.8,81.45470428466797,1964,32472,138,NA,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
Hababam Sinifi,9.4,82.8495101928711,1975,32457,87,NA,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Crucible,6.8,62.497169494628906,1996,32456,124,7.34,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
The Secret Garden,7.3,69.235687255859375,1993,32419,101,31.18,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Man Bites Dog,7.6,72.24652099609375,1992,32418,95,0.21,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jackie Chan's Who Am I?,6.8,54.2733268737793,1998,32398,120,NA,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Redirected,6.7,45.857181549072266,2014,32334,99,NA,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yeh Jawaani Hai Deewani,7,66.67292022705078,2013,32329,176,3.83,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Krym,7.3,65.33221435546875,2017,32279,99,NA,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Er ist wieder da,7.1,53.90406799316406,2015,32209,116,NA,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Jules and Jim,7.9,81.17816925048828,1962,32198,105,NA,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Brewster's Millions,6.5,50.82330322265625,1985,32040,102,38.8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D2: The Mighty Ducks,6,49.224979400634766,1994,32032,106,45.61,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Qu'est-ce qu'on a fait au Bon Dieu?,7,51.883785247802734,2014,32006,97,NA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Butterfly Effect 2,4.5,30.096763610839844,2006,31942,92,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
Thesis,7.5,66.91753387451172,1996,31898,125,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
The Time Machine,7.6,74.55548095703125,1960,31856,103,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
Sultan,7.1,59.1373405456543,2016,31838,170,6.2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Bandidas,5.7,36.49127197265625,2006,31684,93,NA,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
